0,1.0016e+05,90349,83516,70496,91553,60363,74135,76333,75949,75014,80930,1.0987e+05,82589,68330
1.0016e+05,2849.4,22129,25426,48857,43842,45761,30988,19514,24420,35694,19784,1.068e+05,37400,32013
90349,22129,2473.6,21561,37273,31185,32001,23740,10159,12443,35817,19135,93451,29514,21204
83516,25426,21561,2933.4,33386,36006,31082,22012,18437,13845,16124,13867,93530,25380,17626
70496,48857,37273,33386,4149.7,36752,24211,22386,31888,19170,26264,30370,59936,23012,19723
91553,43842,31185,36006,36752,5616.4,33125,17959,24366,20156,32128,26691,90925,30016,23964
60363,45761,32001,31082,24211,33125,5832.4,17853,20752,17898,23487,24514,77943,27309,12846
74135,30988,23740,22012,22386,17959,17853,4214.6,15866,9330.3,13436,11903,81364,16343,9142.1
76333,19514,10159,18437,31888,24366,20752,15866,4734.9,9991,23928,12297,87706,23519,13872
75949,24420,12443,13845,19170,20156,17898,9330.3,9991,3518.2,14959,10784,80254,15707,8822.4
75014,35694,35817,16124,26264,32128,23487,13436,23928,14959,4192,11805,90463,19616,11747
80930,19784,19135,13867,30370,26691,24514,11903,12297,10784,11805,4717.3,90340,19432,12285
1.0987e+05,1.068e+05,93451,93530,59936,90925,77943,81364,87706,80254,90463,90340,18228,73661,65741
82589,37400,29514,25380,23012,30016,27309,16343,23519,15707,19616,19432,73661,7935.9,13717
68330,32013,21204,17626,19723,23964,12846,9142.1,13872,8822.4,11747,12285,65741,13717,4679.1
