0,442.02,180.21,270.35,311.67,233.46,293.37,178.35,246.15,207.32,154.95,203.27,155.9,153.51,165.87,175.66,223.59,148.05,147.67,150.13,180.61,207.54,152.88
442.02,0,360.89,327.22,207.09,274.46,266.9,509.68,279.71,312.54,488.24,350.77,368.87,430.24,368.93,443.63,293.98,386.88,437.9,398.67,548.42,321.22,431.62
180.21,360.89,0,196.55,223.29,165.58,217.2,192.82,168.69,113.22,170.71,143.09,132.31,139.09,118.67,182.21,133.36,129.22,140.22,125.84,229.04,134.09,128.91
270.35,327.22,196.55,0,178.42,188.76,138.13,283.04,156.47,166.88,269.35,177.97,198.2,202.78,175.5,220.07,141.76,191.99,239.49,186.81,322.46,142.92,230.51
311.67,207.09,223.29,178.42,0,169.03,134.31,348.02,130.72,162.17,326.63,200.25,221.02,267.33,213.12,288.06,124.46,240.02,288.15,231.07,390.05,161.33,274.72
233.46,274.46,165.58,188.76,169.03,0,166.45,279.8,113.88,135.2,259.39,155.04,130.32,215.94,140.63,233.98,139.31,167.79,197.63,183.86,305.51,154.41,207.64
293.37,266.9,217.2,138.13,134.31,166.45,0,321.99,128.95,157.72,306.07,184.78,204.61,238.61,191.11,263.87,141.92,221.86,266.87,212.86,360.1,153.3,255.55
178.35,509.68,192.82,283.04,348.02,279.8,321.99,0,266.65,227.14,79.826,190.61,182.38,112.44,167.04,130.6,244.85,148.55,117,135.12,90.951,215.65,99.302
246.15,279.71,168.69,156.47,130.72,113.88,128.95,266.65,0,118.33,250.14,113.01,138.19,188.48,125.67,218.1,108.48,167.21,197.99,161.67,301.86,120.55,192.82
207.32,312.54,113.22,166.88,162.17,135.2,157.72,227.14,118.33,0,201.37,115.58,121.8,158.02,113.29,185.15,88.362,135.85,168.39,123.8,261.82,97.341,146.55
154.95,488.24,170.71,269.35,326.63,259.39,306.07,79.826,250.14,201.37,0,181.61,157.67,106.8,144.75,126.19,219.1,138.28,99.06,107.62,97.14,205.93,88.444
203.27,350.77,143.09,177.97,200.25,155.04,184.78,190.61,113.01,115.58,181.61,0,126.93,134.49,97.079,151.32,120.5,115.5,146.53,108.79,237.1,101.23,134.17
155.9,368.87,132.31,198.2,221.02,130.32,204.61,182.38,138.19,121.8,157.67,126.93,0,125.31,73.123,157.35,143.81,101.22,97.917,100.82,195.74,137.55,111.19
153.51,430.24,139.09,202.78,267.33,215.94,238.61,112.44,188.48,158.02,106.8,134.49,125.31,0,107.33,113.41,167.93,100.41,103.42,81.501,156.58,142.73,89.133
165.87,368.93,118.67,175.5,213.12,140.63,191.11,167.04,125.67,113.29,144.75,97.079,73.123,107.33,0,141.32,124.38,78.553,91.582,83.916,194.91,122.19,102.79
175.66,443.63,182.21,220.07,288.06,233.98,263.87,130.6,218.1,185.15,126.19,151.32,157.35,113.41,141.32,0,186.58,110.75,143.1,103.54,174.32,156.56,125.47
223.59,293.98,133.36,141.76,124.46,139.31,141.92,244.85,108.48,88.362,219.1,120.5,143.81,167.93,124.38,186.58,0,145.51,195.21,131.63,290.09,88.397,177.39
148.05,386.88,129.22,191.99,240.02,167.79,221.86,148.55,167.21,135.85,138.28,115.5,101.22,100.41,78.553,110.75,145.51,0,104.35,89.687,186.86,119.93,102.1
147.67,437.9,140.22,239.49,288.15,197.63,266.87,117,197.99,168.39,99.06,146.53,97.917,103.42,91.582,143.1,195.21,104.35,0,103.21,122.88,180.24,78.658
150.13,398.67,125.84,186.81,231.07,183.86,212.86,135.12,161.67,123.8,107.62,108.79,100.82,81.501,83.916,103.54,131.63,89.687,103.21,0,172.78,115.33,83.705
180.61,548.42,229.04,322.46,390.05,305.51,360.1,90.951,301.86,261.82,97.14,237.1,195.74,156.58,194.91,174.32,290.09,186.86,122.88,172.78,0,265.24,134.31
207.54,321.22,134.09,142.92,161.33,154.41,153.3,215.65,120.55,97.341,205.93,101.23,137.55,142.73,122.19,156.56,88.397,119.93,180.24,115.33,265.24,0,155.26
152.88,431.62,128.91,230.51,274.72,207.64,255.55,99.302,192.82,146.55,88.444,134.17,111.19,89.133,102.79,125.47,177.39,102.1,78.658,83.705,134.31,155.26,0
