0,283.19,185.07,190.72,145.66,133.34,107.77,157.52,213.35,151.87,125.75,108.31
283.19,0,202.77,117.13,357.34,327.17,266.48,179.21,132.26,214.31,232.26,240.5
185.07,202.77,0,154.02,269.57,223.58,158.83,136.21,134.95,142.62,142.85,173.76
190.72,117.13,154.02,0,256.28,233.32,170.15,102.42,103.13,128.12,148.18,146.95
145.66,357.34,269.57,256.28,0,84.507,151.44,228.26,302.65,205.8,172.5,145.01
133.34,327.17,223.58,233.32,84.507,0,124.6,201.74,268.8,173.39,118.8,124.62
107.77,266.48,158.83,170.15,151.44,124.6,0,117.7,180.21,82.507,99.833,83.773
157.52,179.21,136.21,102.42,228.26,201.74,117.7,0,86.604,76.449,133.19,96.744
213.35,132.26,134.95,103.13,302.65,268.8,180.21,86.604,0,124.87,176.22,168.78
151.87,214.31,142.62,128.12,205.8,173.39,82.507,76.449,124.87,0,103.54,90.553
125.75,232.26,142.85,148.18,172.5,118.8,99.833,133.19,176.22,103.54,0,100.12
108.31,240.5,173.76,146.95,145.01,124.62,83.773,96.744,168.78,90.553,100.12,0
